name,latitude (deg),longitude (deg),area cost factor
"Franklin, New York",44.89608699988186,-74.2900630003574,1.0679611652833938
"Nevada, California",39.02398500009532,-121.0992429999021,1.1844660190182301
"Putnam, New York",41.36370099972933,-73.57255900055627,1.0679611652833938
"Stearns, Minnesota",45.4517069996202,-94.98688399982264,1.0970873793218425
"Ada, Idaho",43.61529100046581,-116.2073040005467,1.0291262140384485
"Twiggs, Georgia",32.75874700014111,-83.55404100053629,0.8155339809817698
"Van Wert, Ohio",40.74574700069452,-84.7896370001212,0.9029126206781574
"Franklin, Virginia",37.00117800049547,-79.89013200047242,0.8737864090586669
"Hidalgo, Texas",26.308355000193583,-98.16118299977235,0.8349514578137215
"Erie, Pennsylvania",42.140210000551306,-79.92342700005955,1.1067961165283393
"Johnson, Wyoming",44.0777429996608,-106.6337150000444,0.990291262793503
"Nowata, Oklahoma",36.6775159996186,-95.63690700014678,0.864077669433212
"Spokane, Washington",47.621024000123356,-117.43491899973652,1.0291262140384485
"Pulaski, Arkansas",34.886735000210074,-92.10642799957496,0.7864077669433212
"McKinley, New Mexico",35.40328700011778,-108.25833599957674,1
"Macon, North Carolina",35.166550000033396,-83.39086800027766,0.8058252437752729
"Cheboygan, Michigan",45.74355300002392,-84.72841399998498,1.0485436908704002
"Hocking, Ohio",39.538627999749615,-82.44183699998149,0.9029126206781574
"Dewey, South Dakota",45.38562000015567,-101.46999299948766,0.9029126206781574
"Fresno, California",36.42191700004233,-119.80310200004837,1.1844660190182301
"Essex, Massachusetts",42.44948100001762,-70.98050400062955,1.1456310677732848
"Douglas, Nebraska",41.26177400006851,-96.29190599969668,0.9126213603036122
"Oklahoma, Oklahoma",35.43929899953414,-97.5114900000594,0.864077669433212
"Kern, California",35.2637249994148,-118.62989700001356,1.1844660190182301
"Barren, Kentucky",36.995039999543614,-85.91241399999186,0.8446601950202183
"Meagher, Montana",46.54815100001981,-110.89641900020204,1.0388349512449453
"Lancaster, South Carolina",34.94104500053054,-80.83835000028363,0.8252427181882664
"Bexar, Texas",29.59134699984685,-98.59853000031164,0.8349514578137215
"Grant, New Mexico",32.78074399985095,-108.46182300026798,1
"Pennington, Minnesota",48.11978399969566,-96.19769599994493,1.0970873793218425
"Colfax, New Mexico",36.80838500003714,-104.30657500008626,1
"Shelby, Tennessee",35.11542500037025,-90.02795999948616,0.8252427181882664
"Hale, Texas",34.201222000062934,-101.72476499941234,0.8349514578137215
"Bell, Texas",31.070223999872177,-97.36917099925279,0.8349514578137215
"Gilchrist, Florida",29.61841799964736,-82.81839600057775,0.8155339809817698
"San Luis Obispo, California",35.13461399967837,-120.57080300003504,1.1844660190182301
"Colusa, California",39.15728000012502,-122.14414600000663,1.1844660190182301
"Chaves, New Mexico",33.39402499989503,-104.63770699985845,1
"Spartanburg, South Carolina",34.87806599998537,-81.99100799921649,0.8252427181882664
"Stutsman, North Dakota",46.89217799999692,-98.73399299958105,1.0388349512449453
"Page, Iowa",40.843412999516424,-95.26583900023371,0.990291262793503
"Santa Clara, California",37.16202199967545,-121.99058699988736,1.1844660190182301
"Gila, Arizona",33.36655199944265,-110.71709200043098,0.9805825255870063
"San Bernardino, California",34.89883100001915,-114.76682000032982,1.1844660190182301
"Hall, Georgia",34.229951000225164,-83.8583159999872,0.8155339809817698
"Fairfax, Virginia",38.79151299962442,-77.17197099970109,0.8737864090586669
"Preston, West Virginia",39.557031999840184,-79.80341199994774,0.9223300975101092
"Luna, New Mexico",31.825309000303953,-108.07407600023762,1
"Nemaha, Kansas",39.91403700014673,-96.05222899965051,0.9029126206781574
"Grays Harbor, Washington",46.959235000105274,-123.7749980000139,1.0291262140384485
"Carter, Oklahoma",34.172758000193184,-97.1680729997877,0.864077669433212
"Clark, Washington",45.60730100015629,-122.56751000000479,1.0291262140384485
"Glacier, Montana",48.38711999981249,-113.26480099980719,1.0388349512449453
"Henry, Iowa",40.959318999793815,-91.51920800032619,0.990291262793503
"Franklin, Indiana",39.41523299948378,-85.01285199978506,0.9223300975101092
"Davis, Utah",40.857779000310195,-111.90526900032067,1
"Pima, Arizona",32.25024200020444,-110.94397700071276,0.9805825255870063
"Shannon, Missouri",37.408816000188196,-91.46691399989089,1.009708739625455
"Catron, New Mexico",33.621800999967874,-108.89501900086371,1
"Dillon, South Carolina",34.28813200054229,-79.27524600061537,0.8252427181882664
"Nueces, Texas",27.810676999874907,-97.4597789999553,0.8349514578137215
"Mobile, Alabama",30.624853999991167,-88.12481399971303,0.8155339809817698
"McDuffie, Georgia",33.41291900067057,-82.3854309999607,0.8155339809817698
"Lincoln, New Mexico",33.541598000078814,-105.53584599948492,1
"Denton, Texas",33.1964920002672,-97.13918000021431,0.8349514578137215
"Garland, Arkansas",34.5095540004082,-93.0541330002735,0.7864077669433212
"Jackson, Illinois",37.88930999986173,-89.49211999990537,1.0485436908704002
"Travis, Texas",30.30572000030552,-97.74414799926005,0.8349514578137215
"Erie, New York",42.90034400036216,-78.67041099984237,1.0679611652833938
"Polk, Florida",27.90403900022097,-81.84340699976067,0.8155339809817698
"Richland, Montana",47.68885200068683,-104.31411899974,1.0388349512449453
"Thomas, Georgia",30.853433999373067,-83.94554799979963,0.8155339809817698
"Indiana, Pennsylvania",40.4561090002618,-79.02813600034521,1.1067961165283393
"Jefferson, Alabama",33.50533800069127,-86.8490950003895,0.8155339809817698
"Miami-Dade, Florida",25.898598999791673,-80.34482500022749,0.8155339809817698
"Bayfield, Wisconsin",46.50209100005498,-90.9243990003195,1.0388349512449453
"Bulloch, Georgia",32.30766500064363,-81.87346400034662,0.8155339809817698
"Volusia, Florida",29.10686500011028,-81.01751399984808,0.8155339809817698
"Ouachita, Arkansas",33.61304700028291,-92.77436699992558,0.7864077669433212
"Floyd, Indiana",38.299550999965675,-85.84707500007218,0.9223300975101092
"Cascade, Montana",47.50639599944711,-111.30078900027323,1.0388349512449453
